t_epoch,robot,topic
1786642159.420987,2,scan
1786642159.452824,2,camera
1786642159.468673,1,scan
1786642159.469324,1,camera
1786642159.476598,3,camera
1786642159.477290,3,scan
1786642159.520826,2,scan
1786642159.554849,2,camera
1786642159.568504,1,scan
1786642159.569907,1,camera
1786642159.577535,3,scan
1786642159.585627,3,camera
1786642159.620822,2,scan
1786642159.656334,2,camera
1786642159.669141,1,scan
1786642159.670728,1,camera
1786642159.677685,3,scan
1786642159.679619,3,camera
1786642159.720863,2,scan
1786642159.754922,2,camera
1786642159.768336,1,scan
1786642159.769785,1,camera
1786642159.775119,3,camera
1786642159.777643,3,scan
1786642159.821248,2,scan
1786642159.855017,2,camera
1786642159.868974,1,scan
1786642159.870054,1,camera
1786642159.873968,3,camera
1786642159.877555,3,scan
1786642159.920826,2,scan
1786642159.955013,2,camera
1786642159.968395,1,scan
1786642159.970918,1,camera
1786642159.978168,3,scan
1786642159.981740,3,camera
1786642160.020893,2,scan
1786642160.057277,2,camera
1786642160.069393,1,scan
1786642160.078522,3,scan
1786642160.079462,3,camera
1786642160.081856,1,camera
1786642160.120788,2,scan
1786642160.148037,2,camera
1786642160.163392,1,camera
1786642160.168072,1,scan
1786642160.168085,3,camera
1786642160.177265,3,scan
1786642160.220668,2,scan
1786642160.253428,2,camera
1786642160.268407,1,scan
1786642160.277677,3,scan
1786642160.279887,1,camera
1786642160.281247,3,camera
1786642160.320842,2,scan
1786642160.360250,2,camera
1786642160.368831,1,scan
1786642160.372777,1,camera
1786642160.377687,3,scan
1786642160.383185,3,camera
1786642160.420866,2,scan
1786642160.459093,2,camera
1786642160.468243,1,scan
1786642160.471898,3,camera
1786642160.474509,1,camera
1786642160.477304,3,scan
1786642160.521203,2,scan
1786642160.558048,2,camera
1786642160.568303,1,scan
1786642160.571274,1,camera
1786642160.577113,3,camera
1786642160.577169,3,scan
1786642160.620846,2,scan
1786642160.655395,2,camera
1786642160.668439,1,scan
1786642160.670799,1,camera
1786642160.677662,3,scan
1786642160.684371,3,camera
1786642160.720844,2,scan
1786642160.754716,2,camera
1786642160.768470,1,scan
1786642160.774119,3,camera
1786642160.777970,3,scan
1786642160.778739,1,camera
1786642160.820876,2,scan
1786642160.854683,2,camera
1786642160.868518,1,scan
1786642160.874397,1,camera
